APPROACH TYPE,TOPIC_LEVEL_1 / ROLE_NAME,CATEGORY-2,CATEGORY-3,CATEGORY-4,CATEGORY-5,CATEGORY-6
role-based,s1: marketing manager,job titles & career progression,mid-level positions,performance marketing manager,,
role-based,s1: marketing manager,job titles & career progression,mid-level positions,content marketing manager,,
role-based,s1: marketing manager,job titles & career progression,mid-level positions,social media manager,,
role-based,s1: marketing manager,job titles & career progression,senior-level positions,senior marketing manager,,
role-based,s1: marketing manager,job titles & career progression,senior-level positions,marketing director,,
role-based,s1: marketing manager,job titles & career progression,senior-level positions,vp of marketing,,
role-based,s1: marketing manager,job titles & career progression,senior-level positions,chief marketing officer (cmo),,
role-based,s1: marketing manager,job titles & career progression,senior-level positions,head of growth,,
role-based,s1: marketing manager,job titles & career progression,senior-level positions,brand director,,
role-based,s1: marketing manager,job titles & career progression,senior-level positions,digital marketing director,,
role-based,s1: marketing manager,industry knowledge & trends,market understanding,consumer psychology,,
role-based,s1: marketing manager,industry knowledge & trends,market understanding,b2b vs b2c marketing,,
role-based,s1: marketing manager,industry knowledge & trends,market understanding,industry regulations,,
role-based,s1: marketing manager,industry knowledge & trends,market understanding,market trends,,
role-based,s1: marketing manager,industry knowledge & trends,market understanding,customer lifecycle,,
role-based,s1: marketing manager,industry knowledge & trends,emerging technologies,artificial intelligence (ai),,
role-based,s1: marketing manager,industry knowledge & trends,emerging technologies,machine learning,,
role-based,s1: marketing manager,industry knowledge & trends,emerging technologies,marketing ai tools,,
role-based,s1: marketing manager,industry knowledge & trends,emerging technologies,voice search optimization,,
role-based,s1: marketing manager,industry knowledge & trends,emerging technologies,augmented reality (ar),,
role-based,s1: marketing manager,industry knowledge & trends,emerging technologies,web3 & nfts,,
role-based,s1: marketing manager,industry sectors,b2b technology,saas,,
role-based,s1: marketing manager,industry sectors,b2b technology,enterprise software,,
role-based,s1: marketing manager,industry sectors,b2b technology,cloud services,,
role-based,s1: marketing manager,industry sectors,e-commerce,retail,,
role-based,s1: marketing manager,industry sectors,e-commerce,consumer goods,,
role-based,s1: marketing manager,industry sectors,e-commerce,marketplace platforms,,
role-based,s1: marketing manager,industry sectors,healthcare,medical devices,,
role-based,s1: marketing manager,industry sectors,healthcare,pharmaceuticals,,
role-based,s1: marketing manager,industry sectors,healthcare,digital health,,
role-based,s1: marketing manager,industry sectors,financial services,banking,,
role-based,s1: marketing manager,industry sectors,financial services,insurance,,
role-based,s1: marketing manager,industry sectors,financial services,fintech,,
role-based,s1: marketing manager,industry sectors,education,edtech,,
role-based,s1: marketing manager,industry sectors,education,online learning,,
role-based,s1: marketing manager,industry sectors,education,educational institutions,,
role-based,s1: marketing manager,additional keywords,strategic terms,go-to-market strategy,,
role-based,s1: marketing manager,additional keywords,strategic terms,product-market fit,,
role-based,s1: marketing manager,additional keywords,strategic terms,customer personas,,
role-based,s1: marketing manager,additional keywords,strategic terms,market segmentation,,
role-based,s1: marketing manager,additional keywords,strategic terms,omnichannel marketing,,
role-based,s1: marketing manager,additional keywords,strategic terms,marketing funnel,,
role-based,s1: marketing manager,additional keywords,strategic terms,customer journey,,
role-based,s1: marketing manager,additional keywords,strategic terms,marketing mix (4ps),,
role-based,s1: marketing manager,additional keywords,strategic terms,value proposition,,
role-based,s1: marketing manager,additional keywords,strategic terms,competitive advantage,,
role-based,s1: marketing manager,additional keywords,technical terms,marketing technology stack (martech),,
role-based,s1: marketing manager,additional keywords,technical terms,attribution modeling,,
role-based,s1: marketing manager,additional keywords,technical terms,programmatic advertising,,
role-based,s1: marketing manager,additional keywords,technical terms,customer data platform (cdp),,
role-based,s1: marketing manager,additional keywords,technical terms,cohort analysis,,
role-based,s1: marketing manager,additional keywords,technical terms,behavioral targeting,,
role-based,s1: marketing manager,additional keywords,compliance & legal,data privacy,,
role-based,s1: marketing manager,additional keywords,compliance & legal,accessibility,,
role-based,s1: marketing manager,additional keywords,compliance & legal,advertising standards,,
role-based,s1: marketing manager,additional keywords,compliance & legal,email compliance,,
role-based,s1: marketing manager,additional keywords,compliance & legal,cookie policies,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,lead generation,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,pipeline development,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,sales enablement,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,lead qualification,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,sales-marketing alignment,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,pipeline acceleration,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,revenue attribution,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,sales cycle optimization,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,opportunity creation,,
role-based,s2: demand generation,core responsibilities,b2b sales pipeline,deal progression,,
role-based,s2: demand generation,core responsibilities,lead management,lead nurturing,,
role-based,s2: demand generation,core responsibilities,lead management,lead scoring,,
role-based,s2: demand generation,core responsibilities,lead management,lead routing,,
role-based,s2: demand generation,core responsibilities,lead management,lead handoff,,
role-based,s2: demand generation,core responsibilities,lead management,lead lifecycle management,,
role-based,s2: demand generation,core responsibilities,lead management,progressive profiling,,
role-based,s2: demand generation,core responsibilities,lead management,lead segmentation,,
role-based,s2: demand generation,core responsibilities,lead management,lead prioritization,,
role-based,s2: demand generation,core responsibilities,lead management,lead database management,,
role-based,s2: demand generation,core responsibilities,lead management,lead quality assessment,,
role-based,s2: demand generation,core responsibilities,account-based marketing,abm strategy,,
role-based,s2: demand generation,core responsibilities,account-based marketing,account research,,
role-based,s2: demand generation,core responsibilities,account-based marketing,account mapping,,
role-based,s2: demand generation,core responsibilities,account-based marketing,account penetration,,
role-based,s2: demand generation,core responsibilities,account-based marketing,account-based campaigns,,
role-based,s2: demand generation,core responsibilities,account-based marketing,account intelligence,,
role-based,s2: demand generation,core responsibilities,account-based marketing,account orchestration,,
role-based,s2: demand generation,core responsibilities,account-based marketing,account prioritization,,
role-based,s2: demand generation,core responsibilities,account-based marketing,account engagement,,
role-based,s2: demand generation,core responsibilities,account-based marketing,account expansion,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,intent data analysis,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,buying signal identification,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,behavioral tracking,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,engagement scoring,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,trigger event monitoring,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,predictive analytics,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,propensity modeling,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,first-party intent,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,third-party intent,,
role-based,s2: demand generation,core responsibilities,intent & buying signals,intent signal orchestration,,
role-based,s2: demand generation,tools & technologies,marketing automation,marketo,,
role-based,s2: demand generation,tools & technologies,marketing automation,pardot (account engagement),,
role-based,s2: demand generation,tools & technologies,marketing automation,eloqua,,
role-based,s2: demand generation,tools & technologies,marketing automation,hubspot marketing hub,,
role-based,s2: demand generation,tools & technologies,marketing automation,act-on,,
role-based,s2: demand generation,tools & technologies,marketing automation,mailchimp,,
role-based,s2: demand generation,tools & technologies,marketing automation,constant contact,,
role-based,s2: demand generation,tools & technologies,marketing automation,drip,,
role-based,s2: demand generation,tools & technologies,marketing automation,infusionsoft (keap),,
role-based,s2: demand generation,tools & technologies,marketing automation,autopilot,,
role-based,s2: demand generation,tools & technologies,crm systems,salesforce,,
role-based,s2: demand generation,tools & technologies,crm systems,hubspot crm,,
role-based,s2: demand generation,tools & technologies,crm systems,pipedrive,,
role-based,s2: demand generation,tools & technologies,crm systems,microsoft dynamics 365,,
role-based,s2: demand generation,tools & technologies,crm systems,zoho crm,,
role-based,s2: demand generation,tools & technologies,crm systems,freshsales,,
role-based,s2: demand generation,tools & technologies,crm systems,copper,,
role-based,s2: demand generation,tools & technologies,crm systems,insightly,,
role-based,s2: demand generation,tools & technologies,crm systems,sugar crm,,
role-based,s2: demand generation,tools & technologies,crm systems,sage crm,,
role-based,s2: demand generation,tools & technologies,abm platforms,6sense,,
role-based,s2: demand generation,tools & technologies,abm platforms,demandbase,,
role-based,s2: demand generation,tools & technologies,abm platforms,terminus,,
role-based,s2: demand generation,tools & technologies,abm platforms,engagio,,
role-based,s2: demand generation,tools & technologies,abm platforms,madison logic,,
role-based,s2: demand generation,tools & technologies,abm platforms,triblio,,
role-based,s2: demand generation,tools & technologies,abm platforms,rollworks,,
role-based,s2: demand generation,tools & technologies,abm platforms,metadata,,
role-based,s2: demand generation,tools & technologies,abm platforms,qualified,,
role-based,s2: demand generation,tools & technologies,abm platforms,drift,,
role-based,s2: demand generation,tools & technologies,intent data providers,bombora,,
role-based,s2: demand generation,tools & technologies,intent data providers,techtarget,,
role-based,s2: demand generation,tools & technologies,intent data providers,g2,,
role-based,s2: demand generation,tools & technologies,intent data providers,spiceworks,,
role-based,s2: demand generation,tools & technologies,intent data providers,zoominfo,,
role-based,s2: demand generation,tools & technologies,intent data providers,cognism,,
role-based,s2: demand generation,tools & technologies,intent data providers,apollo,,
role-based,s2: demand generation,tools & technologies,intent data providers,clearbit,,
role-based,s2: demand generation,tools & technologies,intent data providers,leadiq,,
role-based,s2: demand generation,tools & technologies,intent data providers,outreach,,
role-based,s2: demand generation,tools & technologies,lead intelligence,zoominfo,,
role-based,s2: demand generation,tools & technologies,lead intelligence,apollo,,
role-based,s2: demand generation,tools & technologies,lead intelligence,clearbit,,
role-based,s2: demand generation,tools & technologies,lead intelligence,cognism,,
role-based,s2: demand generation,tools & technologies,lead intelligence,leadiq,,
role-based,s2: demand generation,tools & technologies,lead intelligence,lusha,,
role-based,s2: demand generation,tools & technologies,lead intelligence,seamless.ai,,
role-based,s2: demand generation,tools & technologies,lead intelligence,hunter.io,,
role-based,s2: demand generation,tools & technologies,lead intelligence,voila norbert,,
role-based,s2: demand generation,tools & technologies,lead intelligence,findthatlead,,
role-based,s2: demand generation,tools & technologies,sales enablement,highspot,,
role-based,s2: demand generation,tools & technologies,sales enablement,seismic,,
role-based,s2: demand generation,tools & technologies,sales enablement,showpad,,
role-based,s2: demand generation,tools & technologies,sales enablement,outreach,,
role-based,s2: demand generation,tools & technologies,sales enablement,salesloft,,
role-based,s2: demand generation,tools & technologies,sales enablement,gong,,
role-based,s2: demand generation,tools & technologies,sales enablement,chorus,,
role-based,s2: demand generation,tools & technologies,sales enablement,allego,,
role-based,s2: demand generation,tools & technologies,sales enablement,mindtickle,,
role-based,s2: demand generation,tools & technologies,sales enablement,brainshark,,
role-based,s2: demand generation,tools & technologies,analytics & attribution,bizible (marketo measure),,
role-based,s2: demand generation,tools & technologies,analytics & attribution,salesforce pardot,,
role-based,s2: demand generation,tools & technologies,analytics & attribution,hubspot analytics,,
role-based,s2: demand generation,tools & technologies,analytics & attribution,google analytics,,
role-based,s2: demand generation,tools & technologies,analytics & attribution,adobe analytics,,
role-based,s2: demand generation,tools & technologies,analytics & attribution,mixpanel,,
role-based,s2: demand generation,tools & technologies,analytics & attribution,segment,,
role-based,s2: demand generation,tools & technologies,analytics & attribution,tableau,,
role-based,s2: demand generation,tools & technologies,analytics & attribution,looker,,
role-based,s2: demand generation,tools & technologies,analytics & attribution,chartio,,
role-based,s2: demand generation,tools & technologies,content & asset management,seismic,,
role-based,s2: demand generation,tools & technologies,content & asset management,highspot,,
role-based,s2: demand generation,tools & technologies,content & asset management,showpad,,
role-based,s2: demand generation,tools & technologies,content & asset management,paperflite,,
role-based,s2: demand generation,tools & technologies,content & asset management,kapost,,
role-based,s2: demand generation,tools & technologies,content & asset management,contentful,,
role-based,s2: demand generation,tools & technologies,content & asset management,sitecore,,
role-based,s2: demand generation,tools & technologies,content & asset management,drupal,,
role-based,s2: demand generation,tools & technologies,content & asset management,wordpress,,
role-based,s2: demand generation,tools & technologies,content & asset management,hubspot cms,,
role-based,s2: demand generation,hard skills,b2b marketing,account-based marketing,,
role-based,s2: demand generation,hard skills,b2b marketing,b2b sales funnel management,,
role-based,s2: demand generation,hard skills,b2b marketing,lead scoring models,,
role-based,s2: demand generation,hard skills,b2b marketing,sales cycle analysis,,
role-based,s2: demand generation,hard skills,b2b marketing,buyer persona development,,
role-based,s2: demand generation,hard skills,b2b marketing,decision-maker mapping,,
role-based,s2: demand generation,hard skills,b2b marketing,enterprise sales support,,
role-based,s2: demand generation,hard skills,b2b marketing,solution selling,,
role-based,s2: demand generation,hard skills,b2b marketing,consultative selling support,,
role-based,s2: demand generation,hard skills,b2b marketing,channel partner marketing,,
role-based,s2: demand generation,hard skills,lead management,lead nurturing campaigns,,
role-based,s2: demand generation,hard skills,lead management,progressive profiling,,
role-based,s2: demand generation,hard skills,lead management,lead routing rules,,
role-based,s2: demand generation,hard skills,lead management,lead lifecycle management,,
role-based,s2: demand generation,hard skills,lead management,lead database hygiene,,
role-based,s2: demand generation,hard skills,lead management,lead segmentation,,
role-based,s2: demand generation,hard skills,lead management,lead qualification frameworks,,
role-based,s2: demand generation,hard skills,lead management,lead handoff processes,,
role-based,s2: demand generation,hard skills,lead management,lead recycling,,
role-based,s2: demand generation,hard skills,lead management,lead attribution,,
role-based,s2: demand generation,hard skills,marketing automation,workflow design,,
role-based,s2: demand generation,hard skills,marketing automation,drip campaign development,,
role-based,s2: demand generation,hard skills,marketing automation,behavioral triggers,,
role-based,s2: demand generation,hard skills,marketing automation,dynamic content,,
role-based,s2: demand generation,hard skills,marketing automation,a/b testing,,
role-based,s2: demand generation,hard skills,marketing automation,campaign optimization,,
role-based,s2: demand generation,hard skills,marketing automation,integration management,,
role-based,s2: demand generation,hard skills,marketing automation,data hygiene,,
role-based,s2: demand generation,hard skills,marketing automation,compliance management,,
role-based,s2: demand generation,hard skills,marketing automation,performance analysis,,
role-based,s2: demand generation,hard skills,analytics & attribution,multi-touch attribution,,
role-based,s2: demand generation,hard skills,analytics & attribution,revenue attribution,,
role-based,s2: demand generation,hard skills,analytics & attribution,pipeline attribution,,
role-based,s2: demand generation,hard skills,analytics & attribution,campaign roi analysis,,
role-based,s2: demand generation,hard skills,analytics & attribution,conversion path analysis,,
role-based,s2: demand generation,hard skills,analytics & attribution,influence attribution,,
role-based,s2: demand generation,hard skills,analytics & attribution,first-touch attribution,,
role-based,s2: demand generation,hard skills,analytics & attribution,last-touch attribution,,
role-based,s2: demand generation,hard skills,analytics & attribution,time-decay attribution,,
role-based,s2: demand generation,hard skills,analytics & attribution,custom attribution models,,
role-based,s2: demand generation,kpis,lead metrics,marketing qualified leads (mqls),,
role-based,s2: demand generation,kpis,lead metrics,sales qualified leads (sqls),,
role-based,s2: demand generation,kpis,lead metrics,sales accepted leads (sals),,
role-based,s2: demand generation,kpis,lead metrics,lead-to-opportunity conversion,,
role-based,s2: demand generation,kpis,lead metrics,lead-to-customer conversion,,
role-based,s2: demand generation,kpis,lead metrics,lead velocity,,
role-based,s2: demand generation,kpis,lead metrics,lead quality score,,
role-based,s2: demand generation,kpis,lead metrics,lead response time,,
role-based,s2: demand generation,kpis,lead metrics,lead nurturing effectiveness,,
role-based,s2: demand generation,kpis,lead metrics,lead scoring accuracy,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline generation,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline velocity,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline acceleration,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline quality,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline conversion rate,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline coverage,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline stagnation,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline leakage,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline forecasting accuracy,,
role-based,s2: demand generation,kpis,pipeline metrics,pipeline value,,
role-based,s2: demand generation,kpis,revenue metrics,marketing sourced revenue,,
role-based,s2: demand generation,kpis,revenue metrics,marketing influenced revenue,,
role-based,s2: demand generation,kpis,revenue metrics,customer acquisition cost (cac),,
role-based,s2: demand generation,kpis,revenue metrics,customer lifetime value (clv),,
role-based,s2: demand generation,kpis,revenue metrics,revenue per lead,,
role-based,s2: demand generation,kpis,revenue metrics,revenue attribution,,
role-based,s2: demand generation,kpis,revenue metrics,deal size,,
role-based,s2: demand generation,kpis,revenue metrics,sales cycle length,,
role-based,s2: demand generation,kpis,revenue metrics,win rate,,
role-based,s2: demand generation,kpis,revenue metrics,revenue growth rate,,
role-based,s2: demand generation,kpis,campaign metrics,campaign performance,,
role-based,s2: demand generation,kpis,campaign metrics,campaign roi,,
role-based,s2: demand generation,kpis,campaign metrics,campaign attribution,,
role-based,s2: demand generation,kpis,campaign metrics,campaign reach,,
role-based,s2: demand generation,kpis,campaign metrics,campaign engagement,,
role-based,s2: demand generation,kpis,campaign metrics,campaign conversion rate,,
role-based,s2: demand generation,kpis,campaign metrics,campaign cost per lead,,
role-based,s2: demand generation,kpis,campaign metrics,campaign influence,,
role-based,s2: demand generation,kpis,campaign metrics,campaign lift,,
role-based,s2: demand generation,kpis,campaign metrics,campaign frequency,,
role-based,s2: demand generation,kpis,abm metrics,account engagement,,
role-based,s2: demand generation,kpis,abm metrics,account penetration,,
role-based,s2: demand generation,kpis,abm metrics,account pipeline,,
role-based,s2: demand generation,kpis,abm metrics,account conversion rate,,
role-based,s2: demand generation,kpis,abm metrics,account expansion,,
role-based,s2: demand generation,kpis,abm metrics,account velocity,,
role-based,s2: demand generation,kpis,abm metrics,account quality score,,
role-based,s2: demand generation,kpis,abm metrics,account coverage,,
role-based,s2: demand generation,kpis,abm metrics,account influence,,
role-based,s2: demand generation,kpis,abm metrics,account roi,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,bant qualification,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,meddic,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,spiced,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,faint,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,anum,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,champ,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,scotsman,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,gpctba/c&i,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,target,,
role-based,s2: demand generation,industry knowledge,b2b methodologies,rain selling,,
role-based,s2: demand generation,industry knowledge,lead frameworks,mql definition,,
role-based,s2: demand generation,industry knowledge,lead frameworks,sql definition,,
role-based,s2: demand generation,industry knowledge,lead frameworks,lead grading,,
role-based,s2: demand generation,industry knowledge,lead frameworks,lead scoring,,
role-based,s2: demand generation,industry knowledge,lead frameworks,lead lifecycle,,
role-based,s2: demand generation,industry knowledge,lead frameworks,lead recycling,,
role-based,s2: demand generation,industry knowledge,lead frameworks,lead handoff,,
role-based,s2: demand generation,industry knowledge,lead frameworks,lead sla,,
role-based,s2: demand generation,industry knowledge,lead frameworks,lead disposition,,
role-based,s2: demand generation,industry knowledge,lead frameworks,lead nurturing,,
role-based,s2: demand generation,industry knowledge,sales methodologies,challenger sale,,
role-based,s2: demand generation,industry knowledge,sales methodologies,solution selling,,
role-based,s2: demand generation,industry knowledge,sales methodologies,consultative selling,,
role-based,s2: demand generation,industry knowledge,sales methodologies,spin selling,,
role-based,s2: demand generation,industry knowledge,sales methodologies,value-based selling,,
role-based,s2: demand generation,industry knowledge,sales methodologies,insight selling,,
role-based,s2: demand generation,industry knowledge,sales methodologies,social selling,,
role-based,s2: demand generation,industry knowledge,sales methodologies,account-based selling,,
role-based,s2: demand generation,industry knowledge,sales methodologies,team selling,,
role-based,s2: demand generation,industry knowledge,sales methodologies,relationship selling,,
role-based,s2: demand generation,industry knowledge,attribution models,first-touch attribution,,
role-based,s2: demand generation,industry knowledge,attribution models,last-touch attribution,,
role-based,s2: demand generation,industry knowledge,attribution models,multi-touch attribution,,
role-based,s2: demand generation,industry knowledge,attribution models,linear attribution,,
role-based,s2: demand generation,industry knowledge,attribution models,time-decay attribution,,
role-based,s2: demand generation,industry knowledge,attribution models,u-shaped attribution,,
role-based,s2: demand generation,industry knowledge,attribution models,w-shaped attribution,,
role-based,s2: demand generation,industry knowledge,attribution models,custom attribution,,
role-based,s2: demand generation,industry knowledge,attribution models,algorithmic attribution,,
role-based,s2: demand generation,industry knowledge,attribution models,data-driven attribution,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,enterprise sales support,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,complex sales cycles,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,multiple decision makers,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,procurement process,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,rfp support,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,vendor selection,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,contract negotiation support,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,implementation planning,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,stakeholder management,,
role-based,s2: demand generation,specialized b2b types,enterprise b2b,executive engagement,,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,mid-market sales cycles,,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,regional account management,,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,channel partner programs,,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,distributor marketing,,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,value-added reseller (var),,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,system integrator partnerships,,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,regional marketing,,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,industry-specific marketing,,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,competitive positioning,,
role-based,s2: demand generation,specialized b2b types,mid-market b2b,roi justification,,
role-based,s2: demand generation,specialized b2b types,smb b2b,smb sales cycles,,
role-based,s2: demand generation,specialized b2b types,smb b2b,self-service onboarding,,
role-based,s2: demand generation,specialized b2b types,smb b2b,product-led growth,,
role-based,s2: demand generation,specialized b2b types,smb b2b,freemium models,,
role-based,s2: demand generation,specialized b2b types,smb b2b,trial conversions,,
role-based,s2: demand generation,specialized b2b types,smb b2b,low-touch sales,,
role-based,s2: demand generation,specialized b2b types,smb b2b,inside sales support,,
role-based,s2: demand generation,specialized b2b types,smb b2b,volume sales,,
role-based,s2: demand generation,specialized b2b types,smb b2b,transactional sales,,
role-based,s2: demand generation,specialized b2b types,smb b2b,online sales,,
role-based,s2: demand generation,campaign types,email marketing,drip campaigns,,
role-based,s2: demand generation,campaign types,email marketing,nurture campaigns,,
role-based,s2: demand generation,campaign types,email marketing,welcome series,,
role-based,s2: demand generation,campaign types,email marketing,re-engagement campaigns,,
role-based,s2: demand generation,campaign types,email marketing,newsletter campaigns,,
role-based,s2: demand generation,campaign types,email marketing,event promotion,,
role-based,s2: demand generation,campaign types,email marketing,product launch,,
role-based,s2: demand generation,campaign types,email marketing,thought leadership,,
role-based,s2: demand generation,campaign types,email marketing,customer success stories,,
role-based,s2: demand generation,campaign types,email marketing,promotional campaigns,,
role-based,s2: demand generation,campaign types,content marketing,thought leadership,,
role-based,s2: demand generation,campaign types,content marketing,educational content,,
role-based,s2: demand generation,campaign types,content marketing,case studies,,
role-based,s2: demand generation,campaign types,content marketing,white papers,,
role-based,s2: demand generation,campaign types,content marketing,webinars,,
role-based,s2: demand generation,campaign types,content marketing,ebooks,,
role-based,s2: demand generation,campaign types,content marketing,blog content,,
role-based,s2: demand generation,campaign types,content marketing,video content,,
role-based,s2: demand generation,campaign types,content marketing,podcast content,,
role-based,s2: demand generation,campaign types,content marketing,interactive content,,
role-based,s2: demand generation,campaign types,digital advertising,linkedin ads,,
role-based,s2: demand generation,campaign types,digital advertising,google ads,,
role-based,s2: demand generation,campaign types,digital advertising,facebook ads,,
role-based,s2: demand generation,campaign types,digital advertising,display advertising,,
role-based,s2: demand generation,campaign types,digital advertising,retargeting campaigns,,
role-based,s2: demand generation,campaign types,digital advertising,account-based advertising,,
role-based,s2: demand generation,campaign types,digital advertising,programmatic advertising,,
role-based,s2: demand generation,campaign types,digital advertising,native advertising,,
role-based,s2: demand generation,campaign types,digital advertising,video advertising,,
role-based,s2: demand generation,campaign types,digital advertising,sponsored content,,
role-based,s2: demand generation,campaign types,event marketing,trade shows,,
role-based,s2: demand generation,campaign types,event marketing,webinars,,
role-based,s2: demand generation,campaign types,event marketing,conferences,,
role-based,s2: demand generation,campaign types,event marketing,roundtables,,
role-based,s2: demand generation,campaign types,event marketing,user conferences,,
role-based,s2: demand generation,campaign types,event marketing,partner events,,
role-based,s2: demand generation,campaign types,event marketing,executive briefings,,
role-based,s2: demand generation,campaign types,event marketing,product demonstrations,,
role-based,s2: demand generation,campaign types,event marketing,virtual events,,
role-based,s2: demand generation,campaign types,event marketing,networking events,,
role-based,s2: demand generation,emerging trends,ai & automation,predictive lead scoring,,
role-based,s2: demand generation,emerging trends,ai & automation,automated content personalization,,
role-based,s2: demand generation,emerging trends,ai & automation,conversational ai,,
role-based,s2: demand generation,emerging trends,ai & automation,predictive analytics,,
role-based,s2: demand generation,emerging trends,ai & automation,intent signal processing,,
role-based,s2: demand generation,emerging trends,ai & automation,dynamic segmentation,,
role-based,s2: demand generation,emerging trends,ai & automation,automated campaign optimization,,
role-based,s2: demand generation,emerging trends,ai & automation,voice of customer analysis,,
role-based,s2: demand generation,emerging trends,ai & automation,sentiment analysis,,
role-based,s2: demand generation,emerging trends,ai & automation,automated reporting,,
role-based,s2: demand generation,emerging trends,privacy & compliance,gdpr compliance,,
role-based,s2: demand generation,emerging trends,privacy & compliance,ccpa compliance,,
role-based,s2: demand generation,emerging trends,privacy & compliance,consent management,,
role-based,s2: demand generation,emerging trends,privacy & compliance,data minimization,,
role-based,s2: demand generation,emerging trends,privacy & compliance,right to be forgotten,,
role-based,s2: demand generation,emerging trends,privacy & compliance,privacy by design,,
role-based,s2: demand generation,emerging trends,privacy & compliance,first-party data strategy,,
role-based,s2: demand generation,emerging trends,privacy & compliance,zero-party data,,
role-based,s2: demand generation,emerging trends,privacy & compliance,cookieless tracking,,
role-based,s2: demand generation,emerging trends,privacy & compliance,privacy-compliant attribution,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,website strategy,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,digital strategy,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,web architecture,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,information architecture,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,site map development,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,content strategy,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,digital roadmapping,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,web governance,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,digital asset management,,
role-based,s2: digital & web strategist,core responsibilities,web strategy,web standards,,
role-based,s2: digital & web strategist,core responsibilities,user experience,ux strategy,,
role-based,s2: digital & web strategist,core responsibilities,user experience,user journey mapping,,
role-based,s2: digital & web strategist,core responsibilities,user experience,wireframing,,
role-based,s2: digital & web strategist,core responsibilities,user experience,prototyping,,
role-based,s2: digital & web strategist,core responsibilities,user experience,usability testing,,
role-based,s2: digital & web strategist,core responsibilities,user experience,user research,,
role-based,s2: digital & web strategist,core responsibilities,user experience,accessibility planning,,
role-based,s2: digital & web strategist,core responsibilities,user experience,conversion optimization,,
role-based,s2: digital & web strategist,core responsibilities,user experience,user interface design,,
role-based,s2: digital & web strategist,core responsibilities,user experience,experience design,,
role-based,s2: digital & web strategist,core responsibilities,digital transformation,digital transformation,,
